form_id	instruction_set	internal_name	mnemonic	alias_mnemonics	assembly_template	width	fixed_mask	fixed_value	fixed_bits	features	operation_id	condition_digest	assertions_digest	coverage_status	cdisasm_name	cdisasm_name_id	name_match_kind	name_match_rule	source_name_reference	success_cases	missing_cases	profile_cases
A64/sme/mortlach_multi_mem_ctg/mortlach_multi4_cld_cldnt_si_ctg/ldnt1b_mz_p_bi_4	A64	ldnt1b_mz_p_bi_4	LDNT1B		LDNT1B<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__2>.B-<rule:Zt4>.B<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:optional_imm__8>]	32	0xfff0e003	0xa0408001	17	FEAT_SME2,FEAT_SVE2p1	ldnt1b_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDNT1B	1059	exact		True	cycle372_a64_ldnt1b_multi4_immediate		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi4_cld_cldnt_si_ctg/ld1h_mz_p_bi_4	A64	ld1h_mz_p_bi_4	LD1H		LD1H<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__2>.H-<rule:Zt4>.H<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:optional_imm__8>]	32	0xfff0e003	0xa040a000	17	FEAT_SME2,FEAT_SVE2p1	ld1h_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LD1H	250	exact		True	cycle185_a64_sve2p1_ld1h_4_immediate		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi4_cld_cldnt_si_ctg/ldnt1h_mz_p_bi_4	A64	ldnt1h_mz_p_bi_4	LDNT1H		LDNT1H<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__2>.H-<rule:Zt4>.H<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:optional_imm__8>]	32	0xfff0e003	0xa040a001	17	FEAT_SME2,FEAT_SVE2p1	ldnt1h_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDNT1H	1061	exact		True	cycle372_a64_ldnt1h_multi4_immediate		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi4_cld_cldnt_si_ctg/ld1w_mz_p_bi_4	A64	ld1w_mz_p_bi_4	LD1W		LD1W<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__2>.S-<rule:Zt4>.S<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:optional_imm__8>]	32	0xfff0e003	0xa040c000	17	FEAT_SME2,FEAT_SVE2p1	ld1w_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LD1W	251	exact		True	cycle185_a64_sve2p1_ld1w_4_immediate		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi4_cld_cldnt_si_ctg/ldnt1w_mz_p_bi_4	A64	ldnt1w_mz_p_bi_4	LDNT1W		LDNT1W<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__2>.S-<rule:Zt4>.S<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:optional_imm__8>]	32	0xfff0e003	0xa040c001	17	FEAT_SME2,FEAT_SVE2p1	ldnt1w_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDNT1W	1065	exact		True	cycle372_a64_ldnt1w_multi4_immediate		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi4_cld_cldnt_si_ctg/ld1d_mz_p_bi_4	A64	ld1d_mz_p_bi_4	LD1D		LD1D<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__2>.D-<rule:Zt4>.D<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:optional_imm__8>]	32	0xfff0e003	0xa040e000	17	FEAT_SME2,FEAT_SVE2p1	ld1d_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LD1D	252	exact		True	cycle185_a64_sve2p1_ld1d_4_immediate		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi4_cld_cldnt_si_ctg/ldnt1d_mz_p_bi_4	A64	ldnt1d_mz_p_bi_4	LDNT1D		LDNT1D<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__2>.D-<rule:Zt4>.D<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:optional_imm__8>]	32	0xfff0e003	0xa040e001	17	FEAT_SME2,FEAT_SVE2p1	ldnt1d_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDNT1D	1060	exact		True	cycle372_a64_ldnt1d_multi4_immediate		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi2_cst_cstnt_si_ctg/st1b_mz_p_bi_2	A64	st1b_mz_p_bi_2	ST1B		ST1B<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1>.B-<rule:Zt2>.B<rule:OPT_SPACE>}<rule:COMMA><rule:PNg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__7>]	32	0xfff0e001	0xa0600000	16	FEAT_SME2,FEAT_SVE2p1	st1b_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	ST1B	253	exact		True	cycle185_a64_sve2p1_st1b_2_immediate		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi2_cst_cstnt_si_ctg/stnt1b_mz_p_bi_2	A64	stnt1b_mz_p_bi_2	STNT1B		STNT1B<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1>.B-<rule:Zt2>.B<rule:OPT_SPACE>}<rule:COMMA><rule:PNg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__7>]	32	0xfff0e001	0xa0600001	16	FEAT_SME2,FEAT_SVE2p1	stnt1b_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	STNT1B	1634	exact		True	cycle348_a64_stnt1b_2_imm		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi2_cst_cstnt_si_ctg/st1h_mz_p_bi_2	A64	st1h_mz_p_bi_2	ST1H		ST1H<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1>.H-<rule:Zt2>.H<rule:OPT_SPACE>}<rule:COMMA><rule:PNg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__7>]	32	0xfff0e001	0xa0602000	16	FEAT_SME2,FEAT_SVE2p1	st1h_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	ST1H	254	exact		True	cycle185_a64_sve2p1_st1h_2_immediate		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi2_cst_cstnt_si_ctg/stnt1h_mz_p_bi_2	A64	stnt1h_mz_p_bi_2	STNT1H		STNT1H<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1>.H-<rule:Zt2>.H<rule:OPT_SPACE>}<rule:COMMA><rule:PNg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__7>]	32	0xfff0e001	0xa0602001	16	FEAT_SME2,FEAT_SVE2p1	stnt1h_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	STNT1H	1636	exact		True	cycle348_a64_stnt1h_2_imm		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi2_cst_cstnt_si_ctg/st1w_mz_p_bi_2	A64	st1w_mz_p_bi_2	ST1W		ST1W<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1>.S-<rule:Zt2>.S<rule:OPT_SPACE>}<rule:COMMA><rule:PNg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__7>]	32	0xfff0e001	0xa0604000	16	FEAT_SME2,FEAT_SVE2p1	st1w_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	ST1W	255	exact		True	cycle185_a64_sve2p1_st1w_2_immediate		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi2_cst_cstnt_si_ctg/stnt1w_mz_p_bi_2	A64	stnt1w_mz_p_bi_2	STNT1W		STNT1W<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1>.S-<rule:Zt2>.S<rule:OPT_SPACE>}<rule:COMMA><rule:PNg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__7>]	32	0xfff0e001	0xa0604001	16	FEAT_SME2,FEAT_SVE2p1	stnt1w_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	STNT1W	1637	exact		True	cycle348_a64_stnt1w_2_imm		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi2_cst_cstnt_si_ctg/st1d_mz_p_bi_2	A64	st1d_mz_p_bi_2	ST1D		ST1D<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1>.D-<rule:Zt2>.D<rule:OPT_SPACE>}<rule:COMMA><rule:PNg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__7>]	32	0xfff0e001	0xa0606000	16	FEAT_SME2,FEAT_SVE2p1	st1d_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	ST1D	256	exact		True	cycle185_a64_sve2p1_st1d_2_immediate		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi2_cst_cstnt_si_ctg/stnt1d_mz_p_bi_2	A64	stnt1d_mz_p_bi_2	STNT1D		STNT1D<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1>.D-<rule:Zt2>.D<rule:OPT_SPACE>}<rule:COMMA><rule:PNg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__7>]	32	0xfff0e001	0xa0606001	16	FEAT_SME2,FEAT_SVE2p1	stnt1d_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	STNT1D	1635	exact		True	cycle348_a64_stnt1d_2_imm		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi4_cst_cstnt_si_ctg/st1b_mz_p_bi_4	A64	st1b_mz_p_bi_4	ST1B		ST1B<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__2>.B-<rule:Zt4>.B<rule:OPT_SPACE>}<rule:COMMA><rule:PNg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__8>]	32	0xfff0e003	0xa0608000	17	FEAT_SME2,FEAT_SVE2p1	st1b_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	ST1B	253	exact		True	cycle185_a64_sve2p1_st1b_4_immediate		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi4_cst_cstnt_si_ctg/stnt1b_mz_p_bi_4	A64	stnt1b_mz_p_bi_4	STNT1B		STNT1B<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__2>.B-<rule:Zt4>.B<rule:OPT_SPACE>}<rule:COMMA><rule:PNg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__8>]	32	0xfff0e003	0xa0608001	17	FEAT_SME2,FEAT_SVE2p1	stnt1b_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	STNT1B	1634	exact		True	cycle348_a64_stnt1b_4_imm		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi4_cst_cstnt_si_ctg/st1h_mz_p_bi_4	A64	st1h_mz_p_bi_4	ST1H		ST1H<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__2>.H-<rule:Zt4>.H<rule:OPT_SPACE>}<rule:COMMA><rule:PNg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__8>]	32	0xfff0e003	0xa060a000	17	FEAT_SME2,FEAT_SVE2p1	st1h_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	ST1H	254	exact		True	cycle185_a64_sve2p1_st1h_4_immediate		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi4_cst_cstnt_si_ctg/stnt1h_mz_p_bi_4	A64	stnt1h_mz_p_bi_4	STNT1H		STNT1H<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__2>.H-<rule:Zt4>.H<rule:OPT_SPACE>}<rule:COMMA><rule:PNg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__8>]	32	0xfff0e003	0xa060a001	17	FEAT_SME2,FEAT_SVE2p1	stnt1h_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	STNT1H	1636	exact		True	cycle348_a64_stnt1h_4_imm		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi4_cst_cstnt_si_ctg/st1w_mz_p_bi_4	A64	st1w_mz_p_bi_4	ST1W		ST1W<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__2>.S-<rule:Zt4>.S<rule:OPT_SPACE>}<rule:COMMA><rule:PNg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__8>]	32	0xfff0e003	0xa060c000	17	FEAT_SME2,FEAT_SVE2p1	st1w_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	ST1W	255	exact		True	cycle185_a64_sve2p1_st1w_4_immediate		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi4_cst_cstnt_si_ctg/stnt1w_mz_p_bi_4	A64	stnt1w_mz_p_bi_4	STNT1W		STNT1W<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__2>.S-<rule:Zt4>.S<rule:OPT_SPACE>}<rule:COMMA><rule:PNg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__8>]	32	0xfff0e003	0xa060c001	17	FEAT_SME2,FEAT_SVE2p1	stnt1w_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	STNT1W	1637	exact		True	cycle348_a64_stnt1w_4_imm		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi4_cst_cstnt_si_ctg/st1d_mz_p_bi_4	A64	st1d_mz_p_bi_4	ST1D		ST1D<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__2>.D-<rule:Zt4>.D<rule:OPT_SPACE>}<rule:COMMA><rule:PNg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__8>]	32	0xfff0e003	0xa060e000	17	FEAT_SME2,FEAT_SVE2p1	st1d_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	ST1D	256	exact		True	cycle185_a64_sve2p1_st1d_4_immediate		
A64/sme/mortlach_multi_mem_ctg/mortlach_multi4_cst_cstnt_si_ctg/stnt1d_mz_p_bi_4	A64	stnt1d_mz_p_bi_4	STNT1D		STNT1D<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__2>.D-<rule:Zt4>.D<rule:OPT_SPACE>}<rule:COMMA><rule:PNg><rule:COMMA>[<rule:XnSP__3><rule:optional_imm__8>]	32	0xfff0e003	0xa060e001	17	FEAT_SME2,FEAT_SVE2p1	stnt1d_mz_p_bi	751e7651c64aef042cb893302693362b36cc64ad7e074dc5a2dea8ed12c21fac	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	STNT1D	1635	exact		True	cycle348_a64_stnt1d_4_imm		
A64/sme/mortlach_multi_mem_nctg/mortlach_multi2_cld_cldnt_ss_nctg/ld1b_mzx_p_br_2x8	A64	ld1b_mzx_p_br_2x8	LD1B		LD1B<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__3>.B<rule:COMMA><rule:Zt2__2>.B<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:COMMA><rule:Xm__4>]	32	0xffe0e008	0xa1000000	15	FEAT_SME2	ld1b_mzx_p_br	38035076d3f6e28bae9389cee9095ffe10118a03163a6e7f062d1669af47716f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LD1B	249	exact		True	cycle186_a64_sme2_ld1b_2_strided_register		
A64/sme/mortlach_multi_mem_nctg/mortlach_multi2_cld_cldnt_ss_nctg/ldnt1b_mzx_p_br_2x8	A64	ldnt1b_mzx_p_br_2x8	LDNT1B		LDNT1B<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__3>.B<rule:COMMA><rule:Zt2__2>.B<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:COMMA><rule:Xm__4>]	32	0xffe0e008	0xa1000008	15	FEAT_SME2	ldnt1b_mzx_p_br	38035076d3f6e28bae9389cee9095ffe10118a03163a6e7f062d1669af47716f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDNT1B	1059	exact		True	cycle373_a64_ldnt1b_strided2_register,cycle373_a64_ldnt1b_strided2_register_big_endian		
A64/sme/mortlach_multi_mem_nctg/mortlach_multi2_cld_cldnt_ss_nctg/ld1h_mzx_p_br_2x8	A64	ld1h_mzx_p_br_2x8	LD1H		LD1H<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__3>.H<rule:COMMA><rule:Zt2__2>.H<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:COMMA><rule:Xm__4><rule:COMMA>LSL<rule:OPT_SPACE><rule:hash>1]	32	0xffe0e008	0xa1002000	15	FEAT_SME2	ld1h_mzx_p_br	38035076d3f6e28bae9389cee9095ffe10118a03163a6e7f062d1669af47716f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LD1H	250	exact		True	cycle186_a64_sme2_ld1h_2_strided_register		
A64/sme/mortlach_multi_mem_nctg/mortlach_multi2_cld_cldnt_ss_nctg/ldnt1h_mzx_p_br_2x8	A64	ldnt1h_mzx_p_br_2x8	LDNT1H		LDNT1H<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__3>.H<rule:COMMA><rule:Zt2__2>.H<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:COMMA><rule:Xm__4><rule:COMMA>LSL<rule:OPT_SPACE><rule:hash>1]	32	0xffe0e008	0xa1002008	15	FEAT_SME2	ldnt1h_mzx_p_br	38035076d3f6e28bae9389cee9095ffe10118a03163a6e7f062d1669af47716f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDNT1H	1061	exact		True	cycle373_a64_ldnt1h_strided2_register		
A64/sme/mortlach_multi_mem_nctg/mortlach_multi2_cld_cldnt_ss_nctg/ld1w_mzx_p_br_2x8	A64	ld1w_mzx_p_br_2x8	LD1W		LD1W<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__3>.S<rule:COMMA><rule:Zt2__2>.S<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:COMMA><rule:Xm__4><rule:COMMA>LSL<rule:OPT_SPACE><rule:hash>2]	32	0xffe0e008	0xa1004000	15	FEAT_SME2	ld1w_mzx_p_br	38035076d3f6e28bae9389cee9095ffe10118a03163a6e7f062d1669af47716f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LD1W	251	exact		True	cycle186_a64_sme2_ld1w_2_strided_register		
A64/sme/mortlach_multi_mem_nctg/mortlach_multi2_cld_cldnt_ss_nctg/ldnt1w_mzx_p_br_2x8	A64	ldnt1w_mzx_p_br_2x8	LDNT1W		LDNT1W<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__3>.S<rule:COMMA><rule:Zt2__2>.S<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:COMMA><rule:Xm__4><rule:COMMA>LSL<rule:OPT_SPACE><rule:hash>2]	32	0xffe0e008	0xa1004008	15	FEAT_SME2	ldnt1w_mzx_p_br	38035076d3f6e28bae9389cee9095ffe10118a03163a6e7f062d1669af47716f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDNT1W	1065	exact		True	cycle373_a64_ldnt1w_strided2_register		
A64/sme/mortlach_multi_mem_nctg/mortlach_multi2_cld_cldnt_ss_nctg/ld1d_mzx_p_br_2x8	A64	ld1d_mzx_p_br_2x8	LD1D		LD1D<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__3>.D<rule:COMMA><rule:Zt2__2>.D<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:COMMA><rule:Xm__4><rule:COMMA>LSL<rule:OPT_SPACE><rule:hash>3]	32	0xffe0e008	0xa1006000	15	FEAT_SME2	ld1d_mzx_p_br	38035076d3f6e28bae9389cee9095ffe10118a03163a6e7f062d1669af47716f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LD1D	252	exact		True	cycle186_a64_sme2_ld1d_2_strided_register		
A64/sme/mortlach_multi_mem_nctg/mortlach_multi2_cld_cldnt_ss_nctg/ldnt1d_mzx_p_br_2x8	A64	ldnt1d_mzx_p_br_2x8	LDNT1D		LDNT1D<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__3>.D<rule:COMMA><rule:Zt2__2>.D<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:COMMA><rule:Xm__4><rule:COMMA>LSL<rule:OPT_SPACE><rule:hash>3]	32	0xffe0e008	0xa1006008	15	FEAT_SME2	ldnt1d_mzx_p_br	38035076d3f6e28bae9389cee9095ffe10118a03163a6e7f062d1669af47716f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDNT1D	1060	exact		True	cycle373_a64_ldnt1d_strided2_register		
A64/sme/mortlach_multi_mem_nctg/mortlach_multi4_cld_cldnt_ss_nctg/ld1b_mzx_p_br_4x4	A64	ld1b_mzx_p_br_4x4	LD1B		LD1B<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__4>.B<rule:COMMA><rule:Zt2__3>.B<rule:COMMA><rule:Zt3>.B<rule:COMMA><rule:Zt4__2>.B<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:COMMA><rule:Xm__4>]	32	0xffe0e00c	0xa1008000	16	FEAT_SME2	ld1b_mzx_p_br	38035076d3f6e28bae9389cee9095ffe10118a03163a6e7f062d1669af47716f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LD1B	249	exact		True	cycle186_a64_sme2_ld1b_4_strided_register		
A64/sme/mortlach_multi_mem_nctg/mortlach_multi4_cld_cldnt_ss_nctg/ldnt1b_mzx_p_br_4x4	A64	ldnt1b_mzx_p_br_4x4	LDNT1B		LDNT1B<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__4>.B<rule:COMMA><rule:Zt2__3>.B<rule:COMMA><rule:Zt3>.B<rule:COMMA><rule:Zt4__2>.B<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:COMMA><rule:Xm__4>]	32	0xffe0e00c	0xa1008008	16	FEAT_SME2	ldnt1b_mzx_p_br	38035076d3f6e28bae9389cee9095ffe10118a03163a6e7f062d1669af47716f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDNT1B	1059	exact		True	cycle373_a64_ldnt1b_strided4_register		
A64/sme/mortlach_multi_mem_nctg/mortlach_multi4_cld_cldnt_ss_nctg/ld1h_mzx_p_br_4x4	A64	ld1h_mzx_p_br_4x4	LD1H		LD1H<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__4>.H<rule:COMMA><rule:Zt2__3>.H<rule:COMMA><rule:Zt3>.H<rule:COMMA><rule:Zt4__2>.H<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:COMMA><rule:Xm__4><rule:COMMA>LSL<rule:OPT_SPACE><rule:hash>1]	32	0xffe0e00c	0xa100a000	16	FEAT_SME2	ld1h_mzx_p_br	38035076d3f6e28bae9389cee9095ffe10118a03163a6e7f062d1669af47716f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LD1H	250	exact		True	cycle186_a64_sme2_ld1h_4_strided_register		
A64/sme/mortlach_multi_mem_nctg/mortlach_multi4_cld_cldnt_ss_nctg/ldnt1h_mzx_p_br_4x4	A64	ldnt1h_mzx_p_br_4x4	LDNT1H		LDNT1H<rule:SPACE>{<rule:OPT_SPACE><rule:Zt1__4>.H<rule:COMMA><rule:Zt2__3>.H<rule:COMMA><rule:Zt3>.H<rule:COMMA><rule:Zt4__2>.H<rule:OPT_SPACE>}<rule:COMMA><rule:PNg>/Z<rule:COMMA>[<rule:XnSP__3><rule:COMMA><rule:Xm__4><rule:COMMA>LSL<rule:OPT_SPACE><rule:hash>1]	32	0xffe0e00c	0xa100a008	16	FEAT_SME2	ldnt1h_mzx_p_br	38035076d3f6e28bae9389cee9095ffe10118a03163a6e7f062d1669af47716f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDNT1H	1061	exact		True	cycle373_a64_ldnt1h_strided4_register		
